final_sev,id,dimension,status,warehouse,title,claim,evidence,refuter,adjust,deeper_root_cause,recommendation
P1,D2-07,D2-algo,半接通,共识,统一溯源台账 reasoning_traces 形同虚设：只7行、仅覆盖 fact 抽取、model 占位、prompt_log 全空,reasoning_traces 本应记录每次 AI 产出的 input_doc_ids/chunk_ids/fact_ids + prompt_log_id 做溯源，但真库仅 7 行且全是 atomic_fact 抽取，model_name 全为占位符 'ai_service'，prompt_log_id 100% NULL;同期 task brief 179/填表 59/研判 20/周复盘 9 等 AI 产物零溯源记录。,"SQL: SELECT output_entity_type,count(*) FROM reasoning_traces GROUP BY 1 → atomic_fact|7;SELECT count(*),count(prompt_log_id) → 7,0;SELECT DISTINCT model_name → 'ai_service'(占位);对照 task_context_brief_snapshots=179、client_template_fill_runs=59、strategic_thought_insights=20、weekly_reviews=9 均无对应 trace;prompt_log=0",成立,keep,"原结论只是【症状层】,真根因相反且更深:reasoning_traces 不是""应该写却没写满的统一台账"",而是【从未被各 AI 产出方采纳的统一台账——每个生成器各自另建了一套平行溯源 schema,导致溯源是分裂的蜘蛛网而非中央地基】。硬证据:(1) 各产物自带独立溯源列,根本不走 reasoning_traces——task_context_brief_snapshots 自带 generation_model/generation_prompt_version/material_pack_hash/material_boundary/used_project_signals_json,且真库 generation_model 已填真实 model_id(doubao-seed-2-0-pro-260215×159 / openai-codex_gpt-5.4×19 / qwen3-vl:32b×1,task-context-brief-v1),证明 brief 侧溯源确实存在、只是不在统一台账;(2) strategic_thought_insights 自带 source_refs_json/source_fingerprint/evidence_labels_json/raw_payload_json;(3) client_template_fill_runs 自带 evidence_titles_json;(4) 另有完全独立的证据通道 evidence_cards(378 行)/evidence_refs(62 行)。即""AI 产物零溯源""的结论框架是错的——它们有溯源,只是散落在每个产物自己的列里。(5) 能力侧反证:reasoning_trace_store.start() 形参已支持 prompt_log_id/input_chunk_ids/input_fact_ids/真 model_name(store :155-198),DDL 也预留了这些列与三个索引——基础设施完整,缺的只是""接入主网关""这一步,印证根因是【采纳缺失 / 状态源分裂】而非【台账设计缺陷或数据丢失】。因此原""把 reasoning_traces 写进 AiService 主网关""的修复方向正确但描述错了问题性质:真正要解决的是统一溯源源缺失、N 套平行溯源 schema 无法跨产物回查同一份输入材料,且 prompt_log 表(0 行)整条 LLM 调用日志通道也从未启用,使任何溯源都回查不到真实 prompt。",把 reasoning_traces 写入接进 AiService 主网关(每次 generate_* 记一条:真实 model_id + 输入 doc/chunk/fact ids + 关联 prompt_log_id)，否则'可溯源'是空话，页面引用与置信度无法回查到真实输入材料。这是发版前数据可信度短板。
P1,M-AC,D2/D3来源可见性(主线程复验),半接通,认知,问答引用溯源 answer_citations 写入约 4/21 静默停(问答仍跑但新答案丢引用钻取),"answer_runs 551 行昨日 6/9 活跃(INSERT main.py:48288),但子表 answer_citations 7595 行冻结在 4/21,静态全仓无 INSERT 只有 prioritize_answer_citations 读(main.py:46897)。","SQL(今日): SELECT count(*),max(created_at) FROM answer_citations → 7595, 2026-04-21;SELECT count(*),max(created_at) FROM answer_runs → 551, 2026-06-09。grep 'INSERT INTO answer_citations' backend/app → 0 命中(仅 CREATE+_ensure_column)。",成立(排+1校正:既非死表也非账本盲点),keep,"问答管道 answer_runs 仍写但 per-citation 溯源写入约 4/21 被移除/改写,导致新问答答案的引用钻取(drillthrough)无持久化 → 来源可见性回归。","运行态确认新问答是否仍生成 citation;若写入路径被移除则恢复 answer_citations 持久化,否则 D3 引用可见性强项对 4/21 后的答案失效。"
P1,D4-03,D4-action,风险,共识,写入侧去重靠 committer 精确相等，后缀差异即绕过 → 真库 5 组完全重复,"upsert 的幂等键是 (client_id, committer, content) 且模糊查重要求 committer 字符串完全相等；同一人在 ai_inferred 写成『顾老师』、narrative 写成『顾源源』，committer 不等导致同 content 被当新承诺写两遍。","narrative_generator.py:1255-1258 幂等 SQL `WHERE client_id=? AND committer=? AND content=?`；:1278 跨源查重 `if c_committer == committer and _title_similar(...)` 要求 committer 完全相等。真库实测 5 组 content 完全相同但 committer 不同跨源未合并：SQL `SELECT content,count(*),group_concat(DISTINCT committer),group_concat(DISTINCT source_type) FROM commitments GROUP BY content HAVING count(*)>1` 返回『完成日慈相关方案编制(顾老师,顾源源 / ai_inferred,narrative_generator)』『完成日慈文件更新』『完成日慈基金会一季度战略陪伴沟通』『完成张真半年度战略陪伴对齐』『提供心盛计划...运营数据(张真老师,张真)』共 5 行。",成立,keep,"D4-03 是症状层(把锅扣在 narrative_generator 的一个 dedup 子句上),真正更深根因是【commitments 表没有统一写入门面,7 个独立写方各自为政、去重策略不一致且都不在写入边界做 committer/content 归一】:  backend/app/services/ 下对 commitments 的 INSERT 写方至少 7 个(grep 实证):atomic_fact_semantic_deriver.py:295 / project_portrait_builder.py:386 / meeting_minute_processor.py:280 / smart_file_import.py:1086 / narrative_generator.py:1289 / chat_message_reverse_ingester.py:398,另 main.py 有多处 UPDATE。其中:   - project_portrait_builder.py:373-399(ai_inferred 写方)对 commitments 完全没有任何 content/committer 查重,只在 :325 `DELETE WHERE source_type='ai_inferred'` 后裸 INSERT——它只清自己的源,从不看 narrative_generator 的行,所以两源必然各写一份。   - narrative_generator 虽有查重(:1273-1284),但 committer 精确相等 + 比对快照是函数入口一次性加载,无法覆盖跨写方后缀差异,也无法覆盖自身跨次运行。   - 系统其实已经有现成的归一能力:todo_aggregator.py:211 `_normalize_owner_for_match`(剥老师/总/经理等后缀,:221)+ :249 `_dedupe_todos` 三档合并(档2:owner 归一等价 顾老师↔顾源源 + 标题相似就合)。但这套归一只在【读取/聚合时】用(collect_all_todos),从不在【写入边界】用。  即:根因不是""committer 精确相等""这一行代码,而是 commitments 仓(共识事实仓核心表之一)缺一条统一写入主干道。归一逻辑已存在却只挂在出口、没挂在入口,导致每个写方重复造轮子且各漏一块——这正是北极星说的""模块各自拉线、直查表、写入侧无统一调度""的蜘蛛网症状在承诺表上的具体实例。D4-03 建议(去掉 committer 精确依赖、用 _norm_actor 归一)方向对但只补 narrative 一处,补不到 project_portrait_builder 这条根本不查重的写方,治标不治本。正解=收口到单一 upsert_commitment(client_id, 归一committer, 语义content) 门面,所有 7 个写方走它。","去重键去掉对 committer 精确相等的硬依赖：用 _norm_actor(剥老师/工/总等后缀，todo_aggregator 已有该归一逻辑)归一 committer 后再比；或承诺去重只按 (client_id, 归一committer, 语义content) 而非裸字符串。"
P1,D4-05,D4-action,风险,共识,chat / meeting 写入承诺用硬编码假主体，绕开方向识别,聊天反向抽取写承诺硬编码 committer='用户'、recipient='客户/项目方'；会议处理器默认 committer='未知'——这些假主体直接进主表，使 D4 要求的『区分我方/客户方/双方』在这两条入口形同虚设。,"chat_message_reverse_ingester.py:402-403 `VALUES (?, ?, '用户', '客户/项目方', 'verbal', ?, NULL, 'pending', ...)` committer/recipient 写死；meeting_minute_processor.py:288 `str(c.get('committer','未知'))[:80]` 抽取失败兜底『未知』直接入库且 :284 status 写死 'pending'。两者都不调 classify_direction。",成立,keep,真根因是【schema 层缺方向维度 + 无统一写入闸门】，硬编码假主体只是其表层症状之一：commitments 表 DDL（实库取证）只有 committer TEXT NOT NULL / recipient TEXT NOT NULL 两个【自由文本人名】列，全库 227 表【没有任何 owner_side/direction 枚举列】（SELECT name FROM sqlite_master WHERE sql LIKE '%owner_side%' 返回空）。classify_direction（next_step_reconciler.py:243）算出的 owner_side(us/client/both) 只活在内存 ReconciledItem.owner_side（:72）→API 响应 ownerSide（:91），reconcile() 对 commitments 【零 INSERT/UPDATE】（grep 该文件无写库），算完即丢、从不落库。结果是：D4 要求的『区分我方/客户方/双方』在【整张 commitments 表层面就不可表达】——不是这两条入口『形同虚设』，而是 6 个写入方全都各写各的自由文本人名、无人归一化到 side、也没有一个集中网关强制过方向分类。因此即便按原 recommendation 给这 2 条入口补上 classify_direction，也无处可存其结果，且占 97% 数据量的另外 4 条入口仍在裸写人名——病根在『状态源分裂 + 缺标准化方向列 + 算法产物不落库』，硬编码假主体只是分裂的一个切片。,这两条入口写入前过 next_step_reconciler.classify_direction 解析真实 owner_side；committer='未知'/'用户' 的承诺不进主 pending 列表，落 needs_review 暂存待人确认。
P1,D4-08,D4-action,半接通,共识,承诺『质量门在读侧、垃圾在写侧』形成状态源分裂,同一份承诺数据，next-steps 端点看到的是 reconciler 清洗后的干净视图，而周复盘/逾期 chip/其他直查 commitments 表的页面看到的是未清洗的 75 条原始(含 5 组重复 + 假主体)，两个口径不一致。,读侧干净视图：main.py:29047 clean_items=reconciled['candidate_next_steps']。原始主表：真库 SQL `SELECT count(*) FROM commitments`=75，其中 47 有 deadline(SELECT sum(CASE WHEN deadline...)) 驱动逾期判定。逾期/周复盘等消费方直查 commitments(main.py:29761/29853/53149 等 UPDATE commitments 均按裸 id 操作未经 reconciler)。读侧 reconciler 的去重/质量门成果不回写主表，故主表仍是脏的。,成立,keep,"原结论""质量门只在读侧、脏在写侧""只是症状的中间层表述。真根因有二,逐层下钻:  第一层(原结论)：读侧有 reconciler、消费方直查裸表 → 口径不一致。  第二层(被原结论漏掉)：写侧并非""无质量门"",而是有一个【更弱且口径不同】的写侧门。narrative_generator.py:1257 upsert 时确实查重:`SELECT id,status FROM commitments WHERE client_id=? AND committer=? AND content=?`(committer 精确 + content 用 _title_similar 模糊)。它对 committer 不做 _norm_actor 归一,所以 顾源源/顾老师 视为两个主体各自插入——这正是裸表里 顾源源25+顾老师6 并存的写入机制证据(source_type: narrative_generator=46, ai_inferred=27)。  真根因 = 系统对""承诺去重/主体归一/质量分层""存在【两套独立、强度与口径都不同的规则实现】: (a) 写侧 narrative_generator 的 committer 精确+content 模糊查重(不归一主体、不挡 needs_review); (b) 读侧 next_step_reconciler 的 _norm_actor 归一 + quality_gate + 语义 action_signature 去重 + _side_of 方向判定。 两套规则没有共享同一份""承诺规范化/质量""逻辑,也没有任何一侧把结果物化为单一可信表。于是 commitments 既不是""纯脏""(写侧有弱门),消费侧也不是""全脏""(只是用了弱口径)——本质是【缺一个单一的承诺规范化 SSOT/read-model】,质量与去重逻辑碎片化到读写两端各写一遍。这比原结论""脏在写侧""更准:写侧不是没门,是门标准与读侧不统一且更弱。  因此原结论的修复方向(a 物化回写 / b 统一 read-model)方向正确,但前提诊断要修正为:必须先把(a)(b)两套规范化/去重逻辑统一为同一实现(让写侧也走 _norm_actor + quality_gate),否则即便物化回写,写侧弱门仍会持续制造新的归一化级重复。",二选一收敛：(a)把 reconciler 的清洗结果物化回写 commitments(加 quality_status 列，脏的标 needs_review 不进逾期/周复盘默认视图)；(b)所有消费 commitments 的页面统一改走一个经 reconciler 清洗的 read-model，杜绝直查裸表。推荐 (a)，让主表本身可信。
P1,D5-04,D5-jobs-state,半接通,富化,local_model_tasks 21 个 queued 永冻:worker 在但被空时间窗口/paused 关停,"21 个 queued 任务卡 4-9 天 attempts=0,worker 线程常驻但真库 settings 为 paused:true + dailyWindows=[00:00→00:00](空窗口)→ 队列永不被消费。","SQL: SELECT task_type,count(*),min(created_at) FROM local_model_tasks WHERE status='queued' GROUP BY → document_card_generation=10, document_path_optimization=10, fact_extract=1; 最老 2026-05-31(9天) attempts=0 locked_by=NULL。真库 settings: SELECT value FROM settings WHERE key='settings.local_model_optimization' → {""enabled"":true,""paused"":true,""dailyWindows"":[{""start"":""00:00"",""end"":""00:00""}],""manualActive"":false}。main.py:3793 注释'默认 enabled=False 即起线程但不跑';worker loop local_model_optimizer.py:1037 受 get_local_model_optimization_settings 节流。",已推翻/修正,keep,"真根因是生产/消费阀门不对称,而非""空窗口""或""UI 未告知"":  enqueue_local_model_optimization_tasks(local_model_optimizer.py:402-454)对 paused/enabled/window 没有任何判断,无条件 `INSERT OR IGNORE ... status='queued'`(436行)。而 settings 中 autoEnqueueDocumentCards:true(真库 settings 实测)使自动生产者持续入队,消费侧却被 paused:true(955行)全量挡死。结果是单向阀:生产恒开、消费在 paused 下恒关——这才是""21 条卡 4-9 天且仍在增长""的机制根因(真库 created_at 从 5/31→6/9 单调增长即铁证)。  更深一层的状态源缺陷:paused 这个""暂停""语义只作用在消费端,没有传导到生产端,也没有""积压上限/背压""。这不是 D5-04 说的""合法零成本待机"",而是一个会无界堆积、且把'paused'误当成全局开关用、实则只半连的状态设计。正确修复方向应是:enqueue 侧尊重 paused/enabled(暂停时不再凭空塞任务,或仅在解除时补齐),或给 queued 设积压上限/去重(input_hash 已有,但同文档多次入队仍在增),并在 settings UI 显式呈现""N 条因暂停冻结""。窗口校验那条建议应删除。","paused+空窗口是合法配置(零成本待机),但 UI 需把'21 个待处理任务被暂停'显式告知用户,否则用户以为深读在跑实则冻结;dailyWindows=[00:00→00:00] 这种空窗口应在保存时校验拒绝或视作全天。"
P1,D5-05,D5-jobs-state,门面,共识,"document_deep_read_states 14 行全 pending 15 天没动,dead_letter 通道形同虚设","深读状态表 14 行 100% status=pending、所有阶段子状态=pending、retry_count=0、locked_by 空,15 天无推进;schema 设计了 dead_letter/retry_scheduled 状态但 0 命中。","SQL: SELECT status,retry_count,count(*) FROM document_deep_read_states GROUP BY → pending,0,14。SELECT instant_summary_status,fact_extract_status,semantic_index_status,count(*) GROUP BY → pending,pending,pending,14。created_at=2026-05-26(15天前)。schema(sqlite_master)注释列出总状态含 'dead_letter','retry_scheduled' 但当前无一行处于这些状态。",成立,keep,"真根因 = document_deep_read_states 及其服务 document_deep_read_service.py 是一条【与生产链路完全断开的孤儿并行设计】,真正在跑的深读管线走的是另一张表 local_model_tasks。硬证据链:  A) 消费侧死透:claim_next()(唯一消费 pending 行的 worker 原语)全后端零调用方。grep ""claim_next"" backend/ 命中的全是 claim_next_analysis_job / claim_next_knowledge_job / _claim_next_task,无一指向本服务的 claim_next(document_deep_read_service.py:124)。  B) 服务整体未被 API 层引用:grep ""from app.services.document_deep_read_service / import document_deep_read_service"" backend/ = 空;grep 在 main.py + routers/ 同样空。即 deep_read_client/sync_states_for_client/coverage_for_client/reap_stuck 没有任何路由或线程调用。  C) 真正的导入即入队走另一张表:文档导入唯一活路径 task_runners/router.py:201 _enqueue_deep_read → 调 local_model_optimizer.enqueue_local_model_optimization_tasks,该函数 INSERT 的是 local_model_tasks(local_model_optimizer.py:431 ""INSERT OR IGNORE INTO local_model_tasks""),根本不碰 document_deep_read_states。  D) 真 worker 也绑另一张表:main.py:3790-3808 启的 deep-read-worker 线程 target=local_model_optimizer_worker_loop,注释明写""常驻消费 local_model_tasks 队列"",与 document_deep_read_states 无关。  E) 真管线是活的、本表是死的(对比铁证):    - local_model_tasks: document_card_generation completed=68/failed=34/queued=10、path_optimization completed=29/failed=59/queued=10、visual_ocr completed=10,max(updated_at)=2026-06-09T11:36:18(昨天还在动);document_cards 真产出=259 行。    - document_deep_read_states: 14 行全 pending、15 天零动。    两者都叫""深读""、都由名为 deep-read-worker 的线程语境承载,但 worker 喂的是 local_model_tasks。  F) 时间线印证孤儿:本服务+表由 commit 91fac96(2026-05-26 19:55 ""feat(deep-read M1+M2): 统一深读服务 + 状态表"")引入,14 行种子也在当天 11:56 写入,此后 service 文件再无后续 commit、表再无写入 → M1/M2""统一深读地基""只落了壳(状态表+CRUD+claim/reap 原语),M3/M4 接线(让导入入口改调 enqueue_deep_read、让常驻 worker 改调 claim_next)从未实施,生产线最终走回老的 local_model_tasks。  结论升级:dead_letter/retry_scheduled 从未命中,不是因为""retry 路径没跑起来"",而是因为【这张表根本不在任何 worker 的处理范围内,连一次 claim 都不会发生】。原结论把它当""队列没接 worker"",实际是""两套深读地基并存、状态源分裂,新的那套整条死掉""——属于北极星里的典型蜘蛛网/状态源分裂证据(同一职能两张表 document_deep_read_states vs local_model_tasks,真相源 = local_model_tasks)。","深读队列要么接一个真正会消费 pending 的 worker,要么明确这 14 行是历史残留并清理;dead_letter 通道存在但从未被触达说明 retry 路径根本没跑起来。"
P1,M-C,D5-jobs-state(主线程复验),风险,共识,成长/手册云同步 603 条 local 永不进 pending(6/8簇C今日仍成立),"growth_signal_events 今日 local=603/failed=72/synced=34;603 本地记录自建表起从未 mark_signal_pending 回填,无 backfill。","SQL(今日真库): SELECT sync_status,count(*) FROM growth_signal_events GROUP BY 1 → local 603/failed 72/synced 34。growth_sync.py:149 WHERE sync_status='pending' 排除 local 与 failed;无 failed→pending 转态、无 retry/backoff/admin API。",成立(主线程独立复验),keep,上游 591 历史记录继承 DEFAULT 'local' 从未回填 + 新记录 mark_signal_pending 抛错被三处 try/except 静默吞(growth_engine/badge_engine/local_memory)。,"L1 扫描扩到 IN('pending','failed')只扩扫不自动转态;一次性 backfill 591 条 local→pending;移除三处吞异常 try/except(快速失败暴露)。必须同时上 attempt_count 上限,否则永久卡死变永久重试。"
P1,D6-01,D6-web-test-sec,事实,NA,三块巨石坐实:路由/组件/模型各挤进单文件,"main.py 60258行内联630条路由,App.tsx 30885行塞492个Hook+96组件,models.py 9244行734个类,远超coding-style 800行上限","wc -l: backend/app/main.py=60258 / src/renderer/App.tsx=30885 / backend/app/models.py=9244。grep -cE '@app.(get|post|put|delete|patch)|@router...' main.py=630。App.tsx: grep -c 'useState|useEffect'=492, grep -c '^(const|function) [A-Z]'=96。models.py: grep -c '^class '=734, grep -c BaseModel=727",成立,keep,"D6-01 是【症状层】,真正更深根因是一场【停在数据层、从未到达路由层的半截架构迁移】,且其失败方式恰好印证北极星诊断的""蜘蛛网"":  证据链:git log -- backend/app/modules/ 显示该目录的提交全是 V2.1/V2.2 的""Repository 切线""工作——90889fc""services 层切线到 Repository""、010fe20""backend/app/modules/client/ 扩为完整 Repository""、a1f214c""ClientFactView L2 共识层""、f9880ef""ClientScopeFilter L2 三件套""、f101dcc""统一 freeze 到 stage 真相源""。即这场迁移的全部产出都集中在【共识事实仓的数据访问封装(L2 Repository/FactView/ScopeFilter)】,【从未触碰 HTTP 路由层】。迁移在数据层就断气了。  后果(这才是 P 级问题,远比""文件太大""重): - 真正的状态源/调度仍在 60258 行 main.py 里,630 条路由内联直查表,横跨全部域:clients=143、settings=46、intelligence=45、tasks=32、event-lines=21、data-center=17... 这正是北极星里""模块各自拉线、直查表、状态源分裂、算法黑箱""的物证——所有域的入口/出口/编排都糊在一个文件里,无法按仓(原始/共识/富化/认知)分层调度。 - 出现【双轨数据访问】:client 域有干净的 modules/client/ Repository(458行)+ FactView(464行),但 main.py 的 143 条 client 路由大多仍绕过它直接拼 SQL(只有 7 处 import 了 client repo),等于""地基修了一半,管道还从老墙里穿""——比""一块大石头""更危险,因为同一份客户状态有两条读写路径,易产生一致性裂缝。 所以根因不是""巨石违反 800 行"",而是""V2.1/V2.2 的 Repository 化重构半途而废,留下数据层有骨架、路由/调度层仍是单体黑箱的撕裂态"",而 D6-01 的 recommendation 误以为骨架已就绪、低估了切分成本与一致性风险。","按模块切分main.py到modules/<domain>/routes.py(已有modules骨架可挂);App.tsx按视图拆components/;models.py按域拆。30天先冻结增长(新路由禁止再写进main.py),90天按域迁移。"
P1,D6-02,D6-web-test-sec,门面,NA,"Repository模式是门面,业务全走薄DB包裹器直查SQL","modules/下有7个*Repository类但main.py仅1处真实例化,全仓1242处直接execute,DAL名存实亡,业务逻辑与SQL深度耦合",grep 'class \w*Repository' 命中7个(intelligence/narrative/knowledge/glossary/commitment/task/client 各repository.py)。但 grep '[A-Za-z]+Repository\(' main.py 只1处:main.py:10364 '_client_repo = ClientRepository(state.db)'。grep -rE 'cursor.|.execute(|conn.execute' backend/app(no venv)=1242。main.py内 db.execute=451 / db.fetchone=475 / db.fetchall=243 / 裸SQL字面量1331,成立,keep,"真正更深根因不是""DAL名存实亡/业务耦合SQL""(那只是症状),而是【写路径分裂 → Repository 自我声明的""状态唯一真相源""在代码层被旁路,造成状态源分裂】:  证据链: - ClientRepository 在 modules/client/__init__.py:8 与 repository.py 自我定位为""状态唯一真相源"",并提供 create/update/archive/set-stage 方法(repository.py:137/167/309)。archive 走 update()+_write_stage_audit 写审计日志(repository.py:317 注释""归档→stage='archived'...写 audit log"")。 - 但 main.py 对同一张 clients 表有 17 处裸 SQL 写(grep -cnE 'INSERT INTO clients|UPDATE clients\b' main.py = 17),全部旁路 Repository。其中 stage 状态转换(freeze)就是裸写:main.py:39403-39406 `UPDATE clients SET frozen_at=?, stage='frozen'` —— 不经 Repository、不写 stage audit、无 update() 守门。 - 对照:同样改 stage 的 archive 走 repo 有审计;freeze/unfreeze 走 main.py 裸 SQL 无审计。两条路径写同一个 clients.stage 列。最新 P0-freeze 提交 f101dcc""统一 freeze 到 stage 真相源""是靠在 main.py 里【再写一条裸 SQL】完成的(39404),不是收口到 repo,反而加深了旁路。 - main.py 里 ClientRepository 只用于读(get_by_id/is_archived),写全部裸 SQL。  所以""Repository=门面""只是表象;真根因是 V2.1 Week3""services 切线到 Repository""迁移(git 90889fc)只完成了 client/commitment/glossary 三条线,intelligence/narrative/knowledge/task 四条线停摆成死壳,随后 V2.2 把 60258 行 main.py 巨石叠加,审计/守门/SSOT 逻辑被裸 SQL 旁路。这是【状态源分裂 + 迁移半途而废】,危害级别高于单纯""业务耦合SQL""。","承认现状是'薄包裹器db.py'而非Repository,要么把7个Repository补全成真DAL并强制路由经它,要么删掉这7个空壳别再误导。否则任何'走数据中心统一调度'的承诺在代码层无落点。"
P1,D6-05,D6-web-test-sec,风险,共识,"同义重复表并存:exp_wall_quotes vs handbook_entries,mirror_*全空",经验墙双表并存(exp_wall_quotes 254行 + handbook_entries 21行)状态源分裂;mirror_organizations/users/departments/client_related_users 四镜像表全0行是死schema,"table_counts.txt: 254|exp_wall_quotes, 21|handbook_entries(记忆note证实前端真用handbook_entries),0|mirror_organizations,0|mirror_users,0|mirror_client_related_users。另 retrieval_shadow_runs=0/event_line_state_changes=0 也是空影子表,data_center_shadow_runs=844/organization_dna_v2_items=199 有数据",已推翻/修正,keep,"真正更深根因 = ""益语员工内部花名册镜像(mirror_users)从未被同步,导致人物身份解析主链路在真库上静默退化为全 unknown"",而非""死 schema 该 DROP""。证据链: 1) 唯一写入口是手动 POST 端点 backend/app/main.py:60056 `/api/v1/local/organization/sync`(需 cloud_base_url+token,否则 SyncReport status='skipped')。全仓 grep 前端 src/ 对 `organization/sync`/`local/organization`/`organization/directory` = 0 命中;无 scheduler/启动钩子调用。即:除测试外没有任何运行态触发器 → mirror_* 永远 0 行。 2) mirror_users 不只服务 org 模块,而是被身份解析主链路消费:backend/app/services/person_resolver.py:62-66 `SELECT id, full_name FROM mirror_users ...`,空表→ match_mirror_user 返回 None;该函数被运行态调用方 ingest_pipeline.py:811 resolve_person_name(文档摄取)与 meeting_minute_processor.py:205 build_client_roster_hint(会议纪要)使用,还有 plan_executor.py/bot_members.py。docstring(person_resolver.py:5)写明""益语员工→命中 mirror_users→resolved_kind='internal'""。mirror_users=0 ⇒ 所有内部员工说话人/负责人解析恒为 unknown,atomic_facts.speaker_entity_id 无法锚定到内部身份。 3) 源表 organizations/org_departments/employee_accounts 在本地真库根本不存在(sqlite3 报 no such table),证明 mirror 表设计上靠云端 HTTP 拉(sync.py:184-185),不是本地 JOIN;一旦不触发就必然空。 → 这是""共识事实仓(身份/event_line)地基的内部花名册维度断供""的主链路半接通问题,定性应为 P1(状态源缺供+主链路静默退化),而非 P1""重复表该 DROP""。DROP mirror_* 反而会误删在用主链路。retrieval_shadow_runs=0/event_line_state_changes=0 同理需先确认有无消费方再判,不能一并列为""死表 DROP""。","明确exp_wall_quotes是否退役并迁移到handbook_entries单一真相源;DROP掉mirror_*/retrieval_shadow_runs等0行死表,减少schema蜘蛛网与误导。"
P1,M-E,D6/四仓完整性(主线程复验),风险,共识,atomic_facts.source_v2_document_id 缺 FK → 文档删除留孤儿(6/8簇E今日仍成立),atomic_facts 指向已删 v2_documents 的孤儿今日仍为 4 条;document_recycle_bin 28 行同款无 FK。,SQL(今日): SELECT count(*) FROM atomic_facts WHERE source_v2_document_id IS NOT NULL AND source_v2_document_id NOT IN(SELECT id FROM v2_documents) → 4。db.py:2763-2781 atomic_facts FK 覆盖 client_id/subject_entity_id/source_v2_chunk_id 独缺 source_v2_document_id;relationship_triples 同款 FK 已实现证明模式已知。,成立(主线程独立复验),keep,FK 遗漏始于 commit 49ebe82;三处 DELETE FROM v2_documents 触发其他表 CASCADE 但不清 atomic_facts。,db.py:2780 补 FOREIGN KEY(source_v2_document_id) REFERENCES v2_documents(id) ON DELETE SET NULL;迁移清 4 条孤儿(先评估分析价值);recycle_bin 补 FK。
P2,D1-07,D1-entry,事实,富化,AI 生成内容与用户原始材料物理混仓(有标签但同表同索引),"AI 衍生文档(judgment_doc/internet_fact_card/project_enrichment_doc/dna 等)与 raw_file 原始材料共存于同一 documents/v2_documents/v2_chunks,被同样切块进检索索引;仅靠 canonical_kind 列区分,物理同仓。","SQL: SELECT canonical_kind,count(*) FROM v2_documents GROUP BY 1 → raw_file=602, judgment_doc=38, internet_fact_card=14, project_enrichment_doc=8 同表;JOIN v2_chunks 证 AI 衍生文档同样有 chunks(judgment_doc 等均进 v2_chunks)。documents canonical_kind 同样混含 raw_file=1443 与 judgment_doc=55 等。",,,,"确认检索/取材层是否按 canonical_kind 把 AI 衍生内容降权或隔离,避免""AI 加工产物被当成一手原始证据再喂回 LLM""造成回声放大;长期建议原始仓与认知产品仓物理分库或加 evidence_tier 硬隔离。"
P2,D1-08,D1-entry,半接通,富化,"真正在跑的文档来源主干是 source_v2_document_id,深读覆盖仅 19.8%","文档→atomic_fact 的实际溯源主干是 atomic_facts.source_v2_document_id(95.6% 覆盖),而非蓝图 source_registry;但 1141 个 v2_documents 仅 226 个(19.8%)产出过 atomic_facts,深读富化覆盖薄。","SQL: SELECT sum(source_v2_document_id<>''),count(*) FROM atomic_facts → 2187 / 2288(95.6%);SELECT count(DISTINCT source_v2_document_id) FROM atomic_facts WHERE source_v2_document_id<>'' → 226;v2_documents 总数=1141;v2_chunks 覆盖 1086 个文档(切块层覆盖好,但深读/事实抽取层只覆盖 226)。",,,,"承认 source_v2_document_id 是事实溯源主键并文档化;把深读/atomic_fact 抽取从 19.8% 推向全量(无感后台批处理),否则共识事实仓对 80% 文档是空白。"
